0.071410;-0.060381;0.111537;133960262
-0.022122;0.015568;0.049083;133960462
-0.010616;0.018662;-0.141657;133960662
0.009667;0.120611;-0.199986;133960862
-0.001069;0.050244;0.102561;133961062
-0.001929;-0.274331;0.090680;133961262
0.000998;0.136870;0.114637;133961462
0.000052;0.150758;0.025423;133961664
-0.000247;-0.132409;-0.007720;133961862
0.000083;0.024543;-0.010457;133962062
0.000024;0.084979;-0.125864;133962262
-0.000028;0.009347;0.079278;133962462
0.000005;-0.032669;-0.060218;133962662
0.000004;-0.123804;0.073542;133962862
-0.000003;-0.045007;-0.081502;133963062
0.000000;0.143498;-0.050415;133963262
0.000001;-0.191065;0.130017;133963462
-0.129740;0.127219;-0.058742;133963662
0.076530;-0.004562;0.055033;133963862
0.071964;-0.047313;0.050994;133964062
-0.003203;0.101961;0.008412;133964262
-0.024212;-0.182543;-0.021345;133964462
0.006138;0.138601;-0.128010;133964662
0.005950;0.118308;0.083362;133964862
-0.004015;-0.124592;0.068658;133965062
-0.000138;0.032280;-0.133470;133965262
0.001126;0.079348;-0.076283;133965462
-0.000406;-0.120305;0.024495;133965662
-0.000120;0.045318;0.021296;133965862
0.000146;0.077212;-0.012511;133966062
-0.000029;-0.124686;0.127123;133966262
-0.000023;0.047625;-0.071980;133966462
0.000016;-0.052189;-0.072811;133966662
-0.000001;0.080780;0.132014;133966862
-0.000003;0.043211;0.207768;133967062
0.000001;-0.126941;-0.231026;133967262
0.000000;-0.070255;-0.016952;133967462
-0.000000;0.020376;-0.042110;133967662
0.000000;0.150979;-0.029497;133967862
0.000000;0.041808;-0.016319;133968062
-0.000000;-0.021334;0.016694;133968261
0.000000;-0.011151;-0.127403;133968462
0.000000;0.137588;0.199469;133968662
0.000000;-0.074862;-0.002497;133968862
-0.000000;-0.204766;0.056243;133969061
0.000000;-0.049174;0.030868;133969262
0.000000;0.043487;-0.117915;133969462
0.000000;0.138768;-0.068813;133969662
-0.000000;0.038525;0.017271;133969862
-0.000000;-0.146708;0.021888;133970062
